age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,sample_id,counterfactual_found
50.0,admin.,divorced,primary,no,1111.0,no,no,cellular,17.0,apr,1171.833010163366,0.9999999999999998,-1.0,0.0,failure,36,1
41.0,admin.,divorced,tertiary,no,1334.0,no,no,cellular,20.0,apr,234.0,5.0,645.486852504745,0.0,failure,37,1
57.0,admin.,divorced,primary,no,1172.0,no,no,telephone,18.0,apr,26.0,0.9999999999999998,612.6166182707693,0.0,failure,38,1
27.0,admin.,divorced,primary,yes,-517.0000000000002,no,no,cellular,14.0,apr,560.1157189492699,3.0,-1.0,0.0,failure,39,1
82.73611312708799,admin.,divorced,secondary,no,0.0,no,no,cellular,21.0,apr,295.0,3.0,-1.0,0.0,failure,40,1
50.0,blue-collar,divorced,primary,no,29794.959702098382,no,yes,cellular,13.0,apr,698.0,2.0,292.0,11.836295660718479,failure,41,1
33.0,admin.,married,primary,no,142.0,no,no,cellular,14.0,apr,1748.1682563463394,0.9999999999999998,360.0,3.0,failure,42,1
58.0,admin.,divorced,primary,no,111.0,no,no,cellular,24.0,apr,763.129862489018,2.0,-1.0,0.0,failure,43,1
31.0,admin.,married,primary,no,481.0,no,no,cellular,30.684485399924036,aug,1490.6862540578618,2.0,183.0,2.0,failure,44,1
36.0,admin.,married,primary,no,1482.0,no,no,cellular,18.0,aug,2054.3034653601144,2.0,174.0,1.0,failure,45,1
55.0,blue-collar,married,primary,no,3339.0,no,no,telephone,2.0,apr,63.0,0.9999999999999998,818.8301487137069,0.0,failure,46,1
43.0,admin.,married,secondary,no,18052.337558613162,no,no,telephone,19.0,apr,147.0,0.9999999999999998,751.1981208553533,0.0,failure,47,1
53.0,admin.,divorced,secondary,no,2627.0,no,yes,telephone,16.0,apr,2481.443277942777,38.00325574716395,-1.0,0.0,failure,48,1
39.0,admin.,divorced,primary,no,800.0,no,no,cellular,19.0,aug,1471.7224191425232,6.0,-1.0,0.0,failure,49,1
44.0,admin.,divorced,primary,no,432.0,no,no,cellular,9.0,apr,132.0,3.0,-1.0,2.7247771330612283,failure,50,1
56.0,admin.,divorced,primary,no,344.0,no,no,telephone,15.0,apr,221.0,0.9999999999999998,864.2050393108996,0.0,failure,51,1
31.0,blue-collar,married,primary,no,1094.0,no,no,telephone,12.0,apr,1937.0132002446917,8.0,-1.0,0.0,failure,52,1
49.0,admin.,married,primary,no,548.0,no,no,cellular,31.0,apr,2479.17638351457,6.0,-1.0,0.0,failure,53,1
59.0,admin.,divorced,tertiary,no,0.0,no,no,telephone,8.0,apr,425.0,6.0,604.7221498851599,0.0,failure,54,1
31.0,admin.,divorced,primary,no,1545.0,no,yes,cellular,13.0,apr,207.0,0.9999999999999998,832.7879024662424,0.0,failure,55,1
62.0,admin.,divorced,primary,no,816.0,no,no,cellular,1.0,aug,676.382129657236,2.0,-1.0,0.0,failure,56,1
33.0,admin.,divorced,primary,no,331.0,no,no,cellular,14.0,apr,1361.8564944065115,7.0,365.0,5.0,failure,57,1
20.630839746577323,admin.,divorced,secondary,no,69.0,no,yes,cellular,3.9999999999999982,apr,120.0,3.0,1.0,6.0,failure,58,1
52.0,admin.,divorced,primary,no,14363.000000000002,no,no,telephone,5.0,apr,1356.0703714856422,0.9999999999999998,532.2454162438788,0.0,failure,59,1
50.0,admin.,divorced,primary,no,1260.0,no,no,cellular,18.0,aug,172.0,0.9999999999999998,-1.0,3.186181021318604,failure,60,1
34.0,admin.,divorced,tertiary,no,1310.0,no,no,cellular,30.0,apr,521.0,3.0,158.0,7.0,failure,61,1
26.0,blue-collar,divorced,secondary,no,453.9999999999999,no,yes,telephone,23.0,apr,2401.4926947362833,18.0,-1.0,0.0,failure,62,1
58.0,admin.,married,secondary,no,2.0,no,no,cellular,21.70957478331056,apr,1045.626176707776,3.0,-1.0,0.0,failure,63,1
74.01572686794925,admin.,divorced,primary,no,97.0,no,no,cellular,10.0,apr,108.0,2.0,-1.0,0.0,failure,64,1
41.0,admin.,divorced,primary,no,3823.0,no,no,cellular,26.0,apr,1029.8844129196375,10.0,-1.0,0.0,failure,65,1
51.0,admin.,married,secondary,no,2139.0,no,no,cellular,17.0,aug,1050.151515961137,2.0,-1.0,0.0,failure,66,1
53.0,admin.,divorced,primary,no,995.0,no,no,cellular,3.9999999999999982,apr,200.0,3.0,688.0907569580937,0.0,failure,67,1
55.0,admin.,divorced,primary,no,601.9999999999999,no,no,cellular,1.0,apr,324.0,3.0,90.0,15.943090823345102,failure,68,1
34.0,admin.,married,primary,no,84.0,no,no,telephone,23.0,apr,299.0,0.9999999999999998,538.9192527894456,0.0,failure,69,1
42.0,admin.,divorced,primary,yes,-396.0,no,no,cellular,11.0,apr,1720.4782523719518,0.9999999999999998,308.0,4.0,failure,70,1
76.69736274006581,blue-collar,divorced,tertiary,no,629.0,no,no,cellular,8.0,apr,298.0,0.9999999999999998,-1.0,0.0,failure,71,1
46.0,admin.,divorced,primary,no,0.0,no,no,cellular,2.0,apr,161.0,0.9999999999999998,859.6863318978362,0.0,failure,72,1
23.0,blue-collar,divorced,secondary,yes,-230.0,no,no,cellular,18.0,apr,259.0,2.0,424.1546421036069,0.0,failure,73,1
32.0,admin.,married,secondary,no,656.0,no,yes,telephone,20.0,apr,1140.2689281456726,2.0,-1.0,0.0,failure,74,1
32.0,blue-collar,married,primary,no,493.0,no,no,cellular,13.0,apr,1717.5830447331277,2.0,-1.0,0.0,failure,75,1
38.0,admin.,divorced,primary,no,902.0,no,no,cellular,31.0,apr,2385.352531644491,13.0,-1.0,0.0,failure,76,1
27.0,admin.,married,primary,no,148.0,no,no,cellular,22.0,apr,203.0,0.9999999999999998,561.4560074338725,0.0,failure,77,1
79.16661477188146,admin.,married,primary,no,471.0000000000001,no,no,telephone,15.0,aug,5.0,0.9999999999999998,746.6391091357835,0.0,failure,78,1
87.0,admin.,divorced,primary,no,230.0,no,no,cellular,30.0,apr,144.0,0.9999999999999998,-1.0,0.0,failure,79,1
20.21820692577308,admin.,divorced,primary,no,95.0,no,no,cellular,23.0,apr,1309.0,4.0,-1.0,24.967818800040398,failure,80,1
35.0,admin.,divorced,primary,no,243.0,no,no,cellular,20.0,apr,2137.606722183818,3.0,-1.0,0.0,failure,81,1
53.0,blue-collar,divorced,primary,no,9146.0,no,no,cellular,13.0,apr,1453.6502953652305,4.0,-1.0,0.0,failure,82,1
48.0,blue-collar,divorced,primary,no,197.0,no,yes,cellular,3.0,apr,1025.5577380726459,2.0,222.0,3.0,failure,83,1
30.0,admin.,divorced,primary,no,699.0,no,no,telephone,29.0,apr,544.0,0.9999999999999998,-1.0,6.685262998794713,failure,84,1
59.395971380049325,admin.,divorced,primary,no,4902.0,no,no,cellular,20.0,aug,110.0,0.9999999999999998,834.4217685745336,0.0,failure,85,1
49.0,blue-collar,divorced,primary,no,265.0,no,no,telephone,12.0,apr,274.0,6.0,727.5797371766068,0.0,failure,86,1
57.0,admin.,divorced,primary,yes,22134.372891755367,no,no,cellular,11.0,apr,652.0,0.9999999999999998,370.0,4.0,failure,87,1
31.0,blue-collar,married,tertiary,no,627.9999999999999,no,no,telephone,12.0,apr,1083.0,2.0,-1.0,0.0,failure,88,1
38.0,blue-collar,divorced,primary,no,821.0,no,yes,cellular,17.0,aug,1680.9968273356471,2.0,180.0,1.0,failure,89,1
34.0,admin.,divorced,primary,yes,247.0,no,no,cellular,8.0,aug,401.0,2.0,354.3637009528244,0.0,failure,90,1
44.0,blue-collar,divorced,tertiary,no,759.0,no,no,telephone,16.991948416059394,apr,397.0,0.9999999999999998,637.4724522781156,0.0,failure,91,1
74.49015917212714,blue-collar,divorced,primary,no,728.0,no,no,cellular,18.0,aug,107.0,0.9999999999999998,-1.0,0.0,failure,92,1
29.0,admin.,married,primary,no,209.0,no,no,cellular,1.2439250352231372,apr,1301.1102687951575,7.0,-1.0,0.0,failure,93,1
41.0,admin.,divorced,secondary,no,4824.0,no,yes,cellular,18.0,apr,1986.469212798164,7.0,-1.0,0.0,failure,94,1
48.0,admin.,divorced,secondary,yes,540.9999999999999,no,no,cellular,14.0,apr,2520.8906005682315,0.9999999999999998,363.0,2.0,failure,95,1
32.0,admin.,married,primary,no,92.0,no,no,cellular,18.0,apr,1608.2531449387054,0.9999999999999998,315.0,2.0,failure,96,1
48.0,admin.,divorced,secondary,no,866.0,no,no,cellular,29.0,apr,1001.1149955396061,2.0,-1.0,0.0,failure,97,1
55.0,admin.,divorced,primary,no,1102.0,no,no,telephone,15.0,apr,126.0,2.0,436.5952380452309,0.0,failure,98,1
38.0,admin.,divorced,primary,no,-387.9999999999998,no,no,telephone,9.0,apr,2290.104113595061,47.75269529646129,-1.0,0.0,failure,99,1
