age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,sample_id
72.0, Private,213255.0, 10th,9.0, Married-civ-spouse, Armed-Forces, Husband, Amer-Indian-Eskimo, Female,0.0,0.0,8.0, Cambodia,49
43.0, Local-gov,260960.0, 10th,13.0, Divorced, Adm-clerical, Husband, Amer-Indian-Eskimo, Female,0.0,0.0,50.0, Cambodia,50
29.0, Federal-gov,350162.0, 10th,13.0, Divorced, Adm-clerical, Other-relative, Amer-Indian-Eskimo, Female,0.0,0.0,40.0, Cambodia,51
35.0, Federal-gov,163392.0, 11th,10.0, Divorced, Armed-Forces, Husband, Amer-Indian-Eskimo, Female,0.0,0.0,40.0, Cambodia,52
46.0, Federal-gov,138999.0, 11th,10.0, Divorced, Adm-clerical, Husband, Amer-Indian-Eskimo, Female,0.0,0.0,40.0, Cambodia,53
39.0, Federal-gov,79330.99999999999, 10th,14.0, Divorced, Adm-clerical, Husband, Amer-Indian-Eskimo, Female,15024.0,0.0,40.0, Cambodia,54
55.0, Private,105138.0, 10th,9.0, Divorced, Armed-Forces, Other-relative, Amer-Indian-Eskimo, Female,0.0,0.0,40.0, Cambodia,55
21.0, Federal-gov,143062.0, 11th,10.0, Divorced, Adm-clerical, Husband, Amer-Indian-Eskimo, Female,0.0,0.0,32.0, Cambodia,56
38.0, Federal-gov,498785.0, 10th,9.0, Divorced, Adm-clerical, Husband, Amer-Indian-Eskimo, Female,0.0,0.0,40.0, Cambodia,57
21.0, Federal-gov,212619.0, 10th,11.0, Divorced, Adm-clerical, Husband, Amer-Indian-Eskimo, Female,0.0,0.0,40.0, Cambodia,58
24.0, Federal-gov,314525.0, 10th,13.0, Divorced, Adm-clerical, Husband, Amer-Indian-Eskimo, Female,0.0,1741.0,45.0, Cambodia,59
32.0, Federal-gov,344129.0, 10th,9.0, Divorced, Adm-clerical, Husband, Amer-Indian-Eskimo, Female,0.0,0.0,40.0, Cambodia,60
36.0, Federal-gov,367020.0, 10th,4.0, Divorced, Adm-clerical, Husband, Amer-Indian-Eskimo, Female,0.0,0.0,35.0, Cambodia,61
36.0, Federal-gov,248010.0, 10th,9.0, Divorced, Adm-clerical, Husband, Amer-Indian-Eskimo, Female,0.0,0.0,45.0, Cambodia,62
52.0, Federal-gov,177858.0, 10th,9.0, Divorced, Adm-clerical, Husband, Amer-Indian-Eskimo, Female,0.0,0.0,55.0, Cambodia,63
47.0, Federal-gov,357848.0, 10th,9.0, Divorced, Adm-clerical, Husband, Amer-Indian-Eskimo, Female,0.0,0.0,40.0, Cambodia,64
17.0, Federal-gov,245918.0, 10th,7.0, Divorced, Adm-clerical, Husband, Amer-Indian-Eskimo, Female,0.0,0.0,12.0, Cambodia,65
41.0, Local-gov,132551.0, 10th,14.0, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0.0,0.0,35.0, Cambodia,66
58.0, Local-gov,110517.0, 10th,16.0, Divorced, Adm-clerical, Husband, Amer-Indian-Eskimo, Female,4064.0,0.0,40.0, Cambodia,67
27.0, Federal-gov,58654.0, 10th,11.0, Married-AF-spouse, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0.0,0.0,40.0, Cambodia,68
27.0, Federal-gov,93021.0, 10th,9.0, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0.0,0.0,40.0, Cambodia,69
35.0, Private,451940.0, 10th,9.0, Divorced, Armed-Forces, Not-in-family, Amer-Indian-Eskimo, Female,0.0,0.0,40.0, Cambodia,70
45.0, Federal-gov,125194.0, 10th,7.0, Divorced, Adm-clerical, Husband, Amer-Indian-Eskimo, Female,0.0,0.0,40.0, Cambodia,71
30.0, Federal-gov,107793.0, 11th,10.0, Divorced, Armed-Forces, Husband, Amer-Indian-Eskimo, Female,0.0,0.0,56.0, Cambodia,72
22.0, Federal-gov,284317.0, 10th,12.0, Divorced, Adm-clerical, Husband, Amer-Indian-Eskimo, Female,0.0,0.0,40.0, Cambodia,73
30.0, Federal-gov,201624.0, 10th,13.0, Divorced, Adm-clerical, Husband, Amer-Indian-Eskimo, Female,0.0,0.0,45.0, Cambodia,74
19.0, Federal-gov,176570.0, 10th,7.0, Divorced, Adm-clerical, Husband, Amer-Indian-Eskimo, Female,0.0,0.0,60.0, Cambodia,75
38.0, Federal-gov,242720.0, 10th,14.0, Divorced, Adm-clerical, Husband, Amer-Indian-Eskimo, Female,0.0,0.0,35.0, Cambodia,76
20.0, Federal-gov,138768.0, 10th,9.0, Divorced, Armed-Forces, Husband, Amer-Indian-Eskimo, Female,0.0,0.0,30.0, Cambodia,77
39.0, Federal-gov,167864.0, 10th,7.0, Divorced, Armed-Forces, Husband, Amer-Indian-Eskimo, Female,0.0,0.0,30.0, Cambodia,78
21.0, Federal-gov,34506.0, 10th,9.0, Married-AF-spouse, Adm-clerical, Husband, Amer-Indian-Eskimo, Female,0.0,0.0,35.0, Cambodia,79
21.0, Federal-gov,182606.0, 11th,10.0, Divorced, Adm-clerical, Husband, Amer-Indian-Eskimo, Female,0.0,0.0,40.0, Cambodia,80
66.0, Federal-gov,54826.0, 10th,11.0, Married-civ-spouse, Adm-clerical, Husband, Amer-Indian-Eskimo, Female,0.0,0.0,20.0, Cambodia,81
45.0, Local-gov,37672.0, 10th,11.0, Divorced, Armed-Forces, Not-in-family, Amer-Indian-Eskimo, Female,0.0,0.0,40.0, Cambodia,82
43.0, Federal-gov,237993.0, 11th,10.0, Divorced, Armed-Forces, Husband, Amer-Indian-Eskimo, Female,0.0,0.0,40.0, Cambodia,83
27.0, Federal-gov,300777.0, 10th,9.0, Divorced, Armed-Forces, Husband, Amer-Indian-Eskimo, Female,0.0,0.0,70.0, Cambodia,84
57.0, Federal-gov,52267.0, 10th,9.0, Divorced, Armed-Forces, Husband, Amer-Indian-Eskimo, Female,0.0,0.0,72.0, Cambodia,85
29.0, Federal-gov,256956.0, 10th,11.0, Divorced, Adm-clerical, Husband, Amer-Indian-Eskimo, Female,0.0,0.0,40.0, Cambodia,86
29.0, Local-gov,303446.0, 10th,13.0, Divorced, Adm-clerical, Husband, Amer-Indian-Eskimo, Female,0.0,0.0,25.0, Cambodia,87
34.0, Federal-gov,483777.0, 10th,9.0, Divorced, Adm-clerical, Husband, Amer-Indian-Eskimo, Female,0.0,0.0,40.0, Cambodia,88
40.0, Federal-gov,289403.0, 10th,4.0, Divorced, Adm-clerical, Husband, Amer-Indian-Eskimo, Female,0.0,1886.9999999999995,40.0, Cambodia,89
38.0, Federal-gov,112847.0, 10th,15.0, Divorced, Adm-clerical, Husband, Amer-Indian-Eskimo, Female,0.0,0.0,40.0, Cambodia,90
65.0, Federal-gov,176796.0, 10th,9.0, Divorced, Adm-clerical, Husband, Amer-Indian-Eskimo, Female,0.0,0.0,40.0, Cambodia,91
43.0, Local-gov,146908.0, 11th,10.0, Divorced, Adm-clerical, Husband, Amer-Indian-Eskimo, Female,0.0,0.0,40.0, Cambodia,92
27.0, Federal-gov,158156.0, 10th,16.0, Divorced, Adm-clerical, Husband, Amer-Indian-Eskimo, Female,0.0,0.0,70.0, Cambodia,93
68.0, Local-gov,235882.0, 10th,16.0, Divorced, Adm-clerical, Husband, Amer-Indian-Eskimo, Female,0.0,2377.0,60.0, Cambodia,94
66.0, Federal-gov,98837.0, 10th,9.0, Married-civ-spouse, Adm-clerical, Husband, Amer-Indian-Eskimo, Female,0.0,0.0,40.0, Cambodia,95
58.0, Local-gov,48433.0, 10th,9.0, Divorced, Adm-clerical, Husband, Amer-Indian-Eskimo, Female,0.0,0.0,40.0, Cambodia,96
39.0, Federal-gov,128715.0, 10th,9.0, Divorced, Adm-clerical, Husband, Amer-Indian-Eskimo, Female,10520.0,0.0,40.0, Cambodia,97
52.0, Federal-gov,617021.0, 10th,13.0, Divorced, Armed-Forces, Husband, Amer-Indian-Eskimo, Female,7688.0,0.0,40.0, Cambodia,98
21.0, Federal-gov,197200.0, 11th,10.0, Divorced, Adm-clerical, Husband, Amer-Indian-Eskimo, Female,0.0,0.0,40.0, Cambodia,99
