age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,sample_id,counterfactual_found
35.0, Federal-gov,163392.0, 11th,10.0, Divorced, Armed-Forces, Husband, Amer-Indian-Eskimo, Female,26561.059494733305,0.0,40.0, Cambodia,52,1
46.0, Federal-gov,138999.0, 10th,10.0, Divorced, Adm-clerical, Husband, Amer-Indian-Eskimo, Female,0.0,0.0,84.89468589251717, Cambodia,53,1
39.0, Federal-gov,661436.13171747, 10th,14.0, Divorced, Adm-clerical, Husband, Amer-Indian-Eskimo, Female,1197.3955722504054,0.0,40.0, Cambodia,54,1
55.0, Private,105138.0, 10th,9.0, Divorced, Armed-Forces, Other-relative, Amer-Indian-Eskimo, Female,90516.8950891741,0.0,40.0, Cambodia,55,1
21.0, Federal-gov,143062.0, 11th,10.0, Divorced, Adm-clerical, Husband, Amer-Indian-Eskimo, Female,61226.06099169237,0.0,32.0, Cambodia,56,1
38.0, Federal-gov,498785.0, 10th,9.0, Divorced, Adm-clerical, Husband, Amer-Indian-Eskimo, Female,0.0,2085.2825395568707,40.0, Cambodia,57,1
21.0, Federal-gov,212619.0, 10th,11.0, Divorced, Adm-clerical, Husband, Amer-Indian-Eskimo, Female,49815.4386771422,0.0,40.0, Cambodia,58,1
24.0, Federal-gov,314525.0, 10th,13.0, Divorced, Adm-clerical, Husband, Amer-Indian-Eskimo, Female,94240.85924222469,1741.0,45.0, Cambodia,59,1
32.0, Federal-gov,344129.0, 10th,9.0, Divorced, Adm-clerical, Husband, Amer-Indian-Eskimo, Female,10674.30259571192,0.0,40.0, Cambodia,60,1
36.0, Federal-gov,367020.0, 10th,4.0, Divorced, Adm-clerical, Husband, Amer-Indian-Eskimo, Female,20508.04064016481,0.0,35.0, Cambodia,61,1
36.0, Federal-gov,248010.0, 10th,9.0, Divorced, Adm-clerical, Husband, Amer-Indian-Eskimo, Female,0.0,1105.66967291041,45.0, Cambodia,62,1
52.0, Federal-gov,177858.0, 10th,9.0, Divorced, Adm-clerical, Husband, Amer-Indian-Eskimo, Female,25955.360822598737,0.0,55.0, Cambodia,63,1
47.0, Federal-gov,357848.0, 10th,9.0, Divorced, Adm-clerical, Husband, Amer-Indian-Eskimo, Female,32153.494190574856,0.0,40.0, Cambodia,64,1
17.0, Federal-gov,245918.0, 10th,7.0, Divorced, Adm-clerical, Husband, Amer-Indian-Eskimo, Female,46550.72221111173,0.0,12.0, Cambodia,65,1
41.0, Local-gov,132551.0, 10th,14.0, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,44268.561739637575,0.0,35.0, Cambodia,66,1
58.0, Local-gov,214522.95770304342, 10th,16.0, Divorced, Adm-clerical, Husband, Amer-Indian-Eskimo, Female,4064.0,0.0,40.0, Cambodia,67,1
27.0, Federal-gov,58654.0, 10th,11.0, Married-AF-spouse, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,71520.90947388628,0.0,40.0, Cambodia,68,1
27.0, Federal-gov,93021.0, 10th,9.0, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,91593.50268332491,0.0,40.0, Cambodia,69,1
35.0, Private,451940.0, 10th,7.220382740984332, Divorced, Armed-Forces, Not-in-family, Amer-Indian-Eskimo, Female,37264.92371699855,0.0,40.0, Cambodia,70,1
45.0, Federal-gov,125194.0, 10th,9.570878799431604, Divorced, Adm-clerical, Husband, Amer-Indian-Eskimo, Female,40600.66707575769,0.0,40.0, Cambodia,71,1
30.0, Federal-gov,107793.0, 11th,10.0, Divorced, Armed-Forces, Husband, Amer-Indian-Eskimo, Female,10198.64331312125,0.0,56.0, Cambodia,72,1
22.0, Federal-gov,284317.0, 10th,12.0, Divorced, Adm-clerical, Husband, Amer-Indian-Eskimo, Female,64577.031818240364,0.0,40.0, Cambodia,73,1
30.0, Federal-gov,201624.0, 10th,13.0, Divorced, Adm-clerical, Husband, Amer-Indian-Eskimo, Female,57304.87377811673,0.0,45.0, Cambodia,74,1
19.0, Federal-gov,176570.0, 10th,7.0, Divorced, Adm-clerical, Husband, Amer-Indian-Eskimo, Female,93868.45451725098,0.0,60.0, Cambodia,75,1
78.98916583154951, Federal-gov,242720.0, 10th,14.0, Divorced, Adm-clerical, Husband, Amer-Indian-Eskimo, Female,0.0,0.0,35.0, Cambodia,76,1
20.0, Federal-gov,138768.0, 10th,9.0, Divorced, Adm-clerical, Husband, Amer-Indian-Eskimo, Female,44660.23104641602,0.0,30.0, Cambodia,77,1
62.41748310729396, Federal-gov,167864.0, 10th,7.0, Divorced, Armed-Forces, Husband, Amer-Indian-Eskimo, Female,53810.734285568404,0.0,30.0, Cambodia,78,1
21.0, Federal-gov,34506.0, 10th,9.0, Divorced, Adm-clerical, Husband, Amer-Indian-Eskimo, Female,92663.46946728494,0.0,35.0, Cambodia,79,1
21.0, Federal-gov,182606.0, 11th,10.0, Divorced, Adm-clerical, Husband, Amer-Indian-Eskimo, Female,78571.7879627625,0.0,40.0, Cambodia,80,1
66.0, Federal-gov,54826.0, 10th,11.0, Married-civ-spouse, Adm-clerical, Husband, Amer-Indian-Eskimo, Female,63049.001475041856,0.0,20.0, Cambodia,81,1
45.0, Local-gov,37672.0, 10th,15.460991552962625, Divorced, Armed-Forces, Not-in-family, Amer-Indian-Eskimo, Female,72449.09253661988,0.0,40.0, Cambodia,82,1
43.0, Federal-gov,237993.0, 11th,10.0, Divorced, Armed-Forces, Husband, Amer-Indian-Eskimo, Female,99242.17180967683,0.0,40.0, Cambodia,83,1
27.0, Federal-gov,300777.0, 10th,9.0, Divorced, Armed-Forces, Husband, Amer-Indian-Eskimo, Female,93561.39148670917,1505.0899584035042,70.0, Cambodia,84,1
57.0, Federal-gov,656896.8194773021, 10th,9.0, Divorced, Armed-Forces, Husband, Amer-Indian-Eskimo, Female,0.0,1502.7287996875348,72.0, Cambodia,85,1
29.0, Federal-gov,256956.0, 10th,11.0, Divorced, Adm-clerical, Husband, Amer-Indian-Eskimo, Female,84418.56776632796,0.0,40.0, Cambodia,86,1
29.0, Local-gov,303446.0, 10th,13.0, Divorced, Adm-clerical, Husband, Amer-Indian-Eskimo, Female,76788.56769552802,0.0,25.0, Cambodia,87,1
34.0, Federal-gov,483777.0, 10th,9.0, Divorced, Adm-clerical, Husband, Amer-Indian-Eskimo, Female,74564.67877541506,0.0,40.0, Cambodia,88,1
40.0, Federal-gov,289403.0, 10th,4.0, Divorced, Adm-clerical, Husband, Amer-Indian-Eskimo, Female,51903.8661489215,1886.9999999999995,48.01207859634727, Cambodia,89,1
70.66682864832167, Federal-gov,112847.0, 10th,6.830374083164834, Divorced, Adm-clerical, Husband, Amer-Indian-Eskimo, Female,0.0,0.0,40.0, Cambodia,90,1
65.0, Federal-gov,176796.0, 10th,9.0, Divorced, Adm-clerical, Husband, Amer-Indian-Eskimo, Female,38025.42459123407,0.0,40.0, Cambodia,91,1
43.0, Local-gov,146908.0, 11th,10.0, Divorced, Adm-clerical, Husband, Amer-Indian-Eskimo, Female,0.0,1833.6356104691963,40.0, Cambodia,92,1
27.0, Federal-gov,158156.0, 10th,16.0, Divorced, Adm-clerical, Husband, Amer-Indian-Eskimo, Female,41440.9338442451,0.0,70.0, Cambodia,93,1
70.0466316070072, Local-gov,235882.0, 10th,4.8500851174739745, Divorced, Adm-clerical, Husband, Amer-Indian-Eskimo, Female,0.0,2377.0,60.0, Cambodia,94,1
66.0, Federal-gov,98837.0, 10th,9.0, Married-civ-spouse, Adm-clerical, Husband, Amer-Indian-Eskimo, Female,65881.4628276952,0.0,40.0, Cambodia,95,1
58.0, Local-gov,48433.0, 10th,9.0, Divorced, Adm-clerical, Husband, Amer-Indian-Eskimo, Female,85037.0910270687,0.0,40.0, Cambodia,96,1
39.0, Federal-gov,128715.0, 10th,9.0, Married-AF-spouse, Adm-clerical, Husband, Amer-Indian-Eskimo, Female,10520.0,0.0,40.0, Cambodia,97,1
52.0, Federal-gov,617021.0, 10th,4.505526601136172, Divorced, Adm-clerical, Husband, Amer-Indian-Eskimo, Female,7688.0,0.0,40.0, Cambodia,98,1
21.0, Federal-gov,197200.0, 11th,10.0, Divorced, Adm-clerical, Husband, Amer-Indian-Eskimo, Female,55415.10278470343,0.0,40.0, Cambodia,99,1
